split,pair_id,group,test_img,temp_img,anno_file,classes
train,group00041_00041176,group00041,group00041/00041/00041176_test.jpg,group00041/00041/00041176_temp.jpg,group00041/00041_not/00041176.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300137,group12300,group12300/12300/12300137_test.jpg,group12300/12300/12300137_temp.jpg,group12300/12300_not/12300137.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000046,group13000,group13000/13000/13000046_test.jpg,group13000/13000/13000046_temp.jpg,group13000/13000_not/13000046.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100048,group90100,group90100/90100/90100048_test.jpg,group90100/90100/90100048_temp.jpg,group90100/90100_not/90100048.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085240,group20085,group20085/20085/20085240_test.jpg,group20085/20085/20085240_temp.jpg,group20085/20085_not/20085240.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085277,group20085,group20085/20085/20085277_test.jpg,group20085/20085/20085277_temp.jpg,group20085/20085_not/20085277.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000018,group77000,group77000/77000/77000018_test.jpg,group77000/77000/77000018_temp.jpg,group77000/77000_not/77000018.txt,short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100061,group12100,group12100/12100/12100061_test.jpg,group12100/12100/12100061_temp.jpg,group12100/12100_not/12100061.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100065,group12100,group12100/12100/12100065_test.jpg,group12100/12100/12100065_temp.jpg,group12100/12100_not/12100065.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085049,group20085,group20085/20085/20085049_test.jpg,group20085/20085/20085049_temp.jpg,group20085/20085_not/20085049.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100191,group12100,group12100/12100/12100191_test.jpg,group12100/12100/12100191_temp.jpg,group12100/12100_not/12100191.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041144,group00041,group00041/00041/00041144_test.jpg,group00041/00041/00041144_temp.jpg,group00041/00041_not/00041144.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group90100_90100021,group90100,group90100/90100/90100021_test.jpg,group90100/90100/90100021_temp.jpg,group90100/90100_not/90100021.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085111,group20085,group20085/20085/20085111_test.jpg,group20085/20085/20085111_temp.jpg,group20085/20085_not/20085111.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100024,group12100,group12100/12100/12100024_test.jpg,group12100/12100/12100024_temp.jpg,group12100/12100_not/12100024.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085127,group20085,group20085/20085/20085127_test.jpg,group20085/20085/20085127_temp.jpg,group20085/20085_not/20085127.txt,open_circuit;short_circuit;spurious_copper;pin_hole
train,group00041_00041174,group00041,group00041/00041/00041174_test.jpg,group00041/00041/00041174_temp.jpg,group00041/00041_not/00041174.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group20085_20085154,group20085,group20085/20085/20085154_test.jpg,group20085/20085/20085154_temp.jpg,group20085/20085_not/20085154.txt,open_circuit;short_circuit;mouse_bite;spur
train,group12300_12300113,group12300,group12300/12300/12300113_test.jpg,group12300/12300/12300113_temp.jpg,group12300/12300_not/12300113.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085160,group20085,group20085/20085/20085160_test.jpg,group20085/20085/20085160_temp.jpg,group20085/20085_not/20085160.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085213,group20085,group20085/20085/20085213_test.jpg,group20085/20085/20085213_temp.jpg,group20085/20085_not/20085213.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group00041_00041035,group00041,group00041/00041/00041035_test.jpg,group00041/00041/00041035_temp.jpg,group00041/00041_not/00041035.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041069,group00041,group00041/00041/00041069_test.jpg,group00041/00041/00041069_temp.jpg,group00041/00041_not/00041069.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300061,group12300,group12300/12300/12300061_test.jpg,group12300/12300/12300061_temp.jpg,group12300/12300_not/12300061.txt,open_circuit;mouse_bite;spur;pin_hole
train,group92000_92000014,group92000,group92000/92000/92000014_test.jpg,group92000/92000/92000014_temp.jpg,group92000/92000_not/92000014.txt,open_circuit;short_circuit;mouse_bite;spur
train,group12100_12100126,group12100,group12100/12100/12100126_test.jpg,group12100/12100/12100126_temp.jpg,group12100/12100_not/12100126.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group00041_00041097,group00041,group00041/00041/00041097_test.jpg,group00041/00041/00041097_temp.jpg,group00041/00041_not/00041097.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085200,group20085,group20085/20085/20085200_test.jpg,group20085/20085/20085200_temp.jpg,group20085/20085_not/20085200.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085272,group20085,group20085/20085/20085272_test.jpg,group20085/20085/20085272_temp.jpg,group20085/20085_not/20085272.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group20085_20085036,group20085,group20085/20085/20085036_test.jpg,group20085/20085/20085036_temp.jpg,group20085/20085_not/20085036.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group12000_12000204,group12000,group12000/12000/12000204_test.jpg,group12000/12000/12000204_temp.jpg,group12000/12000_not/12000204.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group20085_20085237,group20085,group20085/20085/20085237_test.jpg,group20085/20085/20085237_temp.jpg,group20085/20085_not/20085237.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100006,group12100,group12100/12100/12100006_test.jpg,group12100/12100/12100006_temp.jpg,group12100/12100_not/12100006.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000082,group44000,group44000/44000/44000082_test.jpg,group44000/44000/44000082_temp.jpg,group44000/44000_not/44000082.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300136,group12300,group12300/12300/12300136_test.jpg,group12300/12300/12300136_temp.jpg,group12300/12300_not/12300136.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000099,group13000,group13000/13000/13000099_test.jpg,group13000/13000/13000099_temp.jpg,group13000/13000_not/13000099.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000003,group77000,group77000/77000/77000003_test.jpg,group77000/77000/77000003_temp.jpg,group77000/77000_not/77000003.txt,short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100181,group12100,group12100/12100/12100181_test.jpg,group12100/12100/12100181_temp.jpg,group12100/12100_not/12100181.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000018,group44000,group44000/44000/44000018_test.jpg,group44000/44000/44000018_temp.jpg,group44000/44000_not/44000018.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041149,group00041,group00041/00041/00041149_test.jpg,group00041/00041/00041149_temp.jpg,group00041/00041_not/00041149.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100186,group12100,group12100/12100/12100186_test.jpg,group12100/12100/12100186_temp.jpg,group12100/12100_not/12100186.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group77000_77000083,group77000,group77000/77000/77000083_test.jpg,group77000/77000/77000083_temp.jpg,group77000/77000_not/77000083.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000046,group44000,group44000/44000/44000046_test.jpg,group44000/44000/44000046_temp.jpg,group44000/44000_not/44000046.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000029,group77000,group77000/77000/77000029_test.jpg,group77000/77000/77000029_temp.jpg,group77000/77000_not/77000029.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100151,group12100,group12100/12100/12100151_test.jpg,group12100/12100/12100151_temp.jpg,group12100/12100_not/12100151.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041060,group00041,group00041/00041/00041060_test.jpg,group00041/00041/00041060_temp.jpg,group00041/00041_not/00041060.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000108,group92000,group92000/92000/92000108_test.jpg,group92000/92000/92000108_temp.jpg,group92000/92000_not/92000108.txt,open_circuit;short_circuit;mouse_bite;spur
train,group00041_00041058,group00041,group00041/00041/00041058_test.jpg,group00041/00041/00041058_temp.jpg,group00041/00041_not/00041058.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group92000_92000042,group92000,group92000/92000/92000042_test.jpg,group92000/92000/92000042_temp.jpg,group92000/92000_not/92000042.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041115,group00041,group00041/00041/00041115_test.jpg,group00041/00041/00041115_temp.jpg,group00041/00041_not/00041115.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100000,group90100,group90100/90100/90100000_test.jpg,group90100/90100/90100000_temp.jpg,group90100/90100_not/90100000.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041208,group00041,group00041/00041/00041208_test.jpg,group00041/00041/00041208_temp.jpg,group00041/00041_not/00041208.txt,open_circuit;short_circuit;mouse_bite;spur
train,group20085_20085134,group20085,group20085/20085/20085134_test.jpg,group20085/20085/20085134_temp.jpg,group20085/20085_not/20085134.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group44000_44000113,group44000,group44000/44000/44000113_test.jpg,group44000/44000/44000113_temp.jpg,group44000/44000_not/44000113.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085003,group20085,group20085/20085/20085003_test.jpg,group20085/20085/20085003_temp.jpg,group20085/20085_not/20085003.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041159,group00041,group00041/00041/00041159_test.jpg,group00041/00041/00041159_temp.jpg,group00041/00041_not/00041159.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000094,group44000,group44000/44000/44000094_test.jpg,group44000/44000/44000094_temp.jpg,group44000/44000_not/44000094.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000079,group92000,group92000/92000/92000079_test.jpg,group92000/92000/92000079_temp.jpg,group92000/92000_not/92000079.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000070,group44000,group44000/44000/44000070_test.jpg,group44000/44000/44000070_temp.jpg,group44000/44000_not/44000070.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000052,group77000,group77000/77000/77000052_test.jpg,group77000/77000/77000052_temp.jpg,group77000/77000_not/77000052.txt,open_circuit;short_circuit;spur;pin_hole
train,group50600_50600008,group50600,group50600/50600/50600008_test.jpg,group50600/50600/50600008_temp.jpg,group50600/50600_not/50600008.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group50600_50600072,group50600,group50600/50600/50600072_test.jpg,group50600/50600/50600072_temp.jpg,group50600/50600_not/50600072.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group13000_13000147,group13000,group13000/13000/13000147_test.jpg,group13000/13000/13000147_temp.jpg,group13000/13000_not/13000147.txt,mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041062,group00041,group00041/00041/00041062_test.jpg,group00041/00041/00041062_temp.jpg,group00041/00041_not/00041062.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group50600_50600038,group50600,group50600/50600/50600038_test.jpg,group50600/50600/50600038_temp.jpg,group50600/50600_not/50600038.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100177,group12100,group12100/12100/12100177_test.jpg,group12100/12100/12100177_temp.jpg,group12100/12100_not/12100177.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group20085_20085197,group20085,group20085/20085/20085197_test.jpg,group20085/20085/20085197_temp.jpg,group20085/20085_not/20085197.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085145,group20085,group20085/20085/20085145_test.jpg,group20085/20085/20085145_temp.jpg,group20085/20085_not/20085145.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000078,group44000,group44000/44000/44000078_test.jpg,group44000/44000/44000078_temp.jpg,group44000/44000_not/44000078.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group00041_00041067,group00041,group00041/00041/00041067_test.jpg,group00041/00041/00041067_temp.jpg,group00041/00041_not/00041067.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085201,group20085,group20085/20085/20085201_test.jpg,group20085/20085/20085201_temp.jpg,group20085/20085_not/20085201.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085235,group20085,group20085/20085/20085235_test.jpg,group20085/20085/20085235_temp.jpg,group20085/20085_not/20085235.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100030,group90100,group90100/90100/90100030_test.jpg,group90100/90100/90100030_temp.jpg,group90100/90100_not/90100030.txt,open_circuit;short_circuit;spurious_copper;pin_hole
train,group13000_13000202,group13000,group13000/13000/13000202_test.jpg,group13000/13000/13000202_temp.jpg,group13000/13000_not/13000202.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085142,group20085,group20085/20085/20085142_test.jpg,group20085/20085/20085142_temp.jpg,group20085/20085_not/20085142.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085105,group20085,group20085/20085/20085105_test.jpg,group20085/20085/20085105_temp.jpg,group20085/20085_not/20085105.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group12100_12100140,group12100,group12100/12100/12100140_test.jpg,group12100/12100/12100140_temp.jpg,group12100/12100_not/12100140.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group20085_20085239,group20085,group20085/20085/20085239_test.jpg,group20085/20085/20085239_temp.jpg,group20085/20085_not/20085239.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300066,group12300,group12300/12300/12300066_test.jpg,group12300/12300/12300066_temp.jpg,group12300/12300_not/12300066.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085214,group20085,group20085/20085/20085214_test.jpg,group20085/20085/20085214_temp.jpg,group20085/20085_not/20085214.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000040,group13000,group13000/13000/13000040_test.jpg,group13000/13000/13000040_temp.jpg,group13000/13000_not/13000040.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085210,group20085,group20085/20085/20085210_test.jpg,group20085/20085/20085210_temp.jpg,group20085/20085_not/20085210.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100072,group90100,group90100/90100/90100072_test.jpg,group90100/90100/90100072_temp.jpg,group90100/90100_not/90100072.txt,open_circuit;short_circuit;spur;spurious_copper
train,group44000_44000053,group44000,group44000/44000/44000053_test.jpg,group44000/44000/44000053_temp.jpg,group44000/44000_not/44000053.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000011,group77000,group77000/77000/77000011_test.jpg,group77000/77000/77000011_temp.jpg,group77000/77000_not/77000011.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085293,group20085,group20085/20085/20085293_test.jpg,group20085/20085/20085293_temp.jpg,group20085/20085_not/20085293.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group13000_13000172,group13000,group13000/13000/13000172_test.jpg,group13000/13000/13000172_temp.jpg,group13000/13000_not/13000172.txt,open_circuit;mouse_bite;pin_hole
train,group44000_44000055,group44000,group44000/44000/44000055_test.jpg,group44000/44000/44000055_temp.jpg,group44000/44000_not/44000055.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100156,group12100,group12100/12100/12100156_test.jpg,group12100/12100/12100156_temp.jpg,group12100/12100_not/12100156.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085321,group20085,group20085/20085/20085321_test.jpg,group20085/20085/20085321_temp.jpg,group20085/20085_not/20085321.txt,mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300131,group12300,group12300/12300/12300131_test.jpg,group12300/12300/12300131_temp.jpg,group12300/12300_not/12300131.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100028,group12100,group12100/12100/12100028_test.jpg,group12100/12100/12100028_temp.jpg,group12100/12100_not/12100028.txt,open_circuit;mouse_bite;spur;spurious_copper
train,group13000_13000053,group13000,group13000/13000/13000053_test.jpg,group13000/13000/13000053_temp.jpg,group13000/13000_not/13000053.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000050,group92000,group92000/92000/92000050_test.jpg,group92000/92000/92000050_temp.jpg,group92000/92000_not/92000050.txt,open_circuit;short_circuit;spur;pin_hole
train,group44000_44000061,group44000,group44000/44000/44000061_test.jpg,group44000/44000/44000061_temp.jpg,group44000/44000_not/44000061.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041059,group00041,group00041/00041/00041059_test.jpg,group00041/00041/00041059_temp.jpg,group00041/00041_not/00041059.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041165,group00041,group00041/00041/00041165_test.jpg,group00041/00041/00041165_temp.jpg,group00041/00041_not/00041165.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000139,group13000,group13000/13000/13000139_test.jpg,group13000/13000/13000139_temp.jpg,group13000/13000_not/13000139.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100008,group90100,group90100/90100/90100008_test.jpg,group90100/90100/90100008_temp.jpg,group90100/90100_not/90100008.txt,open_circuit;short_circuit;mouse_bite;spur
train,group00041_00041045,group00041,group00041/00041/00041045_test.jpg,group00041/00041/00041045_temp.jpg,group00041/00041_not/00041045.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100009,group90100,group90100/90100/90100009_test.jpg,group90100/90100/90100009_temp.jpg,group90100/90100_not/90100009.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041018,group00041,group00041/00041/00041018_test.jpg,group00041/00041/00041018_temp.jpg,group00041/00041_not/00041018.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000033,group44000,group44000/44000/44000033_test.jpg,group44000/44000/44000033_temp.jpg,group44000/44000_not/44000033.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000107,group13000,group13000/13000/13000107_test.jpg,group13000/13000/13000107_temp.jpg,group13000/13000_not/13000107.txt,mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085039,group20085,group20085/20085/20085039_test.jpg,group20085/20085/20085039_temp.jpg,group20085/20085_not/20085039.txt,short_circuit;mouse_bite;spur;spurious_copper
train,group00041_00041205,group00041,group00041/00041/00041205_test.jpg,group00041/00041/00041205_temp.jpg,group00041/00041_not/00041205.txt,open_circuit;short_circuit;spur;pin_hole
train,group13000_13000004,group13000,group13000/13000/13000004_test.jpg,group13000/13000/13000004_temp.jpg,group13000/13000_not/13000004.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100159,group12100,group12100/12100/12100159_test.jpg,group12100/12100/12100159_temp.jpg,group12100/12100_not/12100159.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041147,group00041,group00041/00041/00041147_test.jpg,group00041/00041/00041147_temp.jpg,group00041/00041_not/00041147.txt,open_circuit;mouse_bite;spur;pin_hole
train,group50600_50600058,group50600,group50600/50600/50600058_test.jpg,group50600/50600/50600058_temp.jpg,group50600/50600_not/50600058.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group20085_20085042,group20085,group20085/20085/20085042_test.jpg,group20085/20085/20085042_temp.jpg,group20085/20085_not/20085042.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000090,group44000,group44000/44000/44000090_test.jpg,group44000/44000/44000090_temp.jpg,group44000/44000_not/44000090.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041168,group00041,group00041/00041/00041168_test.jpg,group00041/00041/00041168_temp.jpg,group00041/00041_not/00041168.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085022,group20085,group20085/20085/20085022_test.jpg,group20085/20085/20085022_temp.jpg,group20085/20085_not/20085022.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000012,group44000,group44000/44000/44000012_test.jpg,group44000/44000/44000012_temp.jpg,group44000/44000_not/44000012.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085097,group20085,group20085/20085/20085097_test.jpg,group20085/20085/20085097_temp.jpg,group20085/20085_not/20085097.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085191,group20085,group20085/20085/20085191_test.jpg,group20085/20085/20085191_temp.jpg,group20085/20085_not/20085191.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100148,group12100,group12100/12100/12100148_test.jpg,group12100/12100/12100148_temp.jpg,group12100/12100_not/12100148.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group12100_12100161,group12100,group12100/12100/12100161_test.jpg,group12100/12100/12100161_temp.jpg,group12100/12100_not/12100161.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group13000_13000088,group13000,group13000/13000/13000088_test.jpg,group13000/13000/13000088_temp.jpg,group13000/13000_not/13000088.txt,mouse_bite;spur;pin_hole
train,group44000_44000014,group44000,group44000/44000/44000014_test.jpg,group44000/44000/44000014_temp.jpg,group44000/44000_not/44000014.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000043,group13000,group13000/13000/13000043_test.jpg,group13000/13000/13000043_temp.jpg,group13000/13000_not/13000043.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000049,group13000,group13000/13000/13000049_test.jpg,group13000/13000/13000049_temp.jpg,group13000/13000_not/13000049.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100046,group90100,group90100/90100/90100046_test.jpg,group90100/90100/90100046_temp.jpg,group90100/90100_not/90100046.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085183,group20085,group20085/20085/20085183_test.jpg,group20085/20085/20085183_temp.jpg,group20085/20085_not/20085183.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041185,group00041,group00041/00041/00041185_test.jpg,group00041/00041/00041185_temp.jpg,group00041/00041_not/00041185.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085106,group20085,group20085/20085/20085106_test.jpg,group20085/20085/20085106_temp.jpg,group20085/20085_not/20085106.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085309,group20085,group20085/20085/20085309_test.jpg,group20085/20085/20085309_temp.jpg,group20085/20085_not/20085309.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000120,group13000,group13000/13000/13000120_test.jpg,group13000/13000/13000120_temp.jpg,group13000/13000_not/13000120.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group00041_00041179,group00041,group00041/00041/00041179_test.jpg,group00041/00041/00041179_temp.jpg,group00041/00041_not/00041179.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000061,group77000,group77000/77000/77000061_test.jpg,group77000/77000/77000061_temp.jpg,group77000/77000_not/77000061.txt,open_circuit;short_circuit
train,group50600_50600019,group50600,group50600/50600/50600019_test.jpg,group50600/50600/50600019_temp.jpg,group50600/50600_not/50600019.txt,open_circuit;short_circuit;spur;pin_hole
train,group00041_00041021,group00041,group00041/00041/00041021_test.jpg,group00041/00041/00041021_temp.jpg,group00041/00041_not/00041021.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100053,group90100,group90100/90100/90100053_test.jpg,group90100/90100/90100053_temp.jpg,group90100/90100_not/90100053.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000094,group92000,group92000/92000/92000094_test.jpg,group92000/92000/92000094_temp.jpg,group92000/92000_not/92000094.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group92000_92000043,group92000,group92000/92000/92000043_test.jpg,group92000/92000/92000043_temp.jpg,group92000/92000_not/92000043.txt,open_circuit;spur
train,group12100_12100021,group12100,group12100/12100/12100021_test.jpg,group12100/12100/12100021_temp.jpg,group12100/12100_not/12100021.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085053,group20085,group20085/20085/20085053_test.jpg,group20085/20085/20085053_temp.jpg,group20085/20085_not/20085053.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12300_12300152,group12300,group12300/12300/12300152_test.jpg,group12300/12300/12300152_temp.jpg,group12300/12300_not/12300152.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group00041_00041040,group00041,group00041/00041/00041040_test.jpg,group00041/00041/00041040_temp.jpg,group00041/00041_not/00041040.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000029,group44000,group44000/44000/44000029_test.jpg,group44000/44000/44000029_temp.jpg,group44000/44000_not/44000029.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300217,group12300,group12300/12300/12300217_test.jpg,group12300/12300/12300217_temp.jpg,group12300/12300_not/12300217.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group92000_92000002,group92000,group92000/92000/92000002_test.jpg,group92000/92000/92000002_temp.jpg,group92000/92000_not/92000002.txt,open_circuit;short_circuit;spur;pin_hole
train,group13000_13000033,group13000,group13000/13000/13000033_test.jpg,group13000/13000/13000033_temp.jpg,group13000/13000_not/13000033.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085192,group20085,group20085/20085/20085192_test.jpg,group20085/20085/20085192_temp.jpg,group20085/20085_not/20085192.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300121,group12300,group12300/12300/12300121_test.jpg,group12300/12300/12300121_temp.jpg,group12300/12300_not/12300121.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000115,group13000,group13000/13000/13000115_test.jpg,group13000/13000/13000115_temp.jpg,group13000/13000_not/13000115.txt,mouse_bite;spurious_copper;pin_hole
